Company Name,Sector,Market Share (%),Stock Price ($),Revenue (M$),Profit Margin (%),VC Funding (M$),Mergers & Acquisitions,Growth Rate (%)
AI Ventures,FinTech,31.74,1173.26,28558.25,13.23,137.72,5,1.22
EcomNext,Cybersecurity,7.56,1183.84,31999.57,1.27,320.48,8,5.84
AI Ventures,E-Commerce,9.98,1490.0,40636.07,10.5,257.01,0,8.51
CloudX,Cybersecurity,37.73,395.92,1389.06,19.86,349.71,6,10.34
CloudX,Artificial Intelligence,23.62,836.69,41600.69,16.3,264.09,9,7.17
EcomNext,Cybersecurity,18.17,1290.18,4617.61,8.65,247.41,5,11.74
EcomNext,Cloud Computing,5.22,885.75,17241.32,11.02,425.7,0,18.56
QuantumLeap,E-Commerce,30.1,483.23,31206.61,12.88,423.19,4,1.14
QuantumLeap,Artificial Intelligence,7.39,430.81,14935.4,2.5,81.76,8,8.88
QuantumLeap,Artificial Intelligence,15.8,1016.67,44924.38,27.48,251.73,3,18.88
EcomNext,Cloud Computing,28.88,380.56,13511.28,21.55,291.38,9,13.92
TechCorp,Cybersecurity,39.93,1272.99,46674.92,3.66,201.14,10,19.16
QuantumLeap,E-Commerce,22.88,858.22,6052.76,19.26,96.64,10,2.06
TechCorp,Artificial Intelligence,38.37,1027.1,33822.78,16.16,169.32,1,18.31
TechCorp,Cloud Computing,36.38,1313.15,6629.18,-6.04,245.24,2,5.83
TechCorp,Artificial Intelligence,29.35,145.69,48604.73,-7.28,446.16,2,3.86
EcomNext,Artificial Intelligence,22.77,269.71,7686.01,-3.75,137.15,8,9.44
AI Ventures,Artificial Intelligence,24.12,947.31,46585.6,8.82,359.48,5,18.81
EcomNext,Cloud Computing,4.23,1062.81,33503.38,29.42,179.3,1,15.11
AI Ventures,Cloud Computing,13.54,1209.27,35781.15,10.63,117.55,0,16.25
CloudX,E-Commerce,26.11,253.81,29168.81,21.03,97.46,4,8.64
QuantumLeap,Cybersecurity,31.8,646.17,47886.84,10.79,23.81,5,15.22
QuantumLeap,Cloud Computing,4.61,1299.15,42718.68,0.07,167.6,4,12.37
AI Ventures,Cybersecurity,9.13,869.75,30192.92,-0.01,262.14,0,9.52
TechCorp,Cloud Computing,9.93,259.68,48733.02,0.32,233.75,10,2.64
TechCorp,Cybersecurity,34.76,682.74,11084.49,-1.15,67.09,10,16.76
QuantumLeap,Cybersecurity,13.02,719.86,13992.8,-9.03,100.09,10,19.94
InnoSoft,Artificial Intelligence,16.91,1160.55,35675.84,28.58,468.93,2,5.53
TechCorp,FinTech,27.83,1259.84,13991.07,-3.07,334.4,6,16.01
AI Ventures,E-Commerce,2.46,426.69,48452.89,13.15,453.73,0,2.59
InnoSoft,FinTech,32.57,253.73,27035.94,-4.56,350.9,5,15.18
AI Ventures,Cloud Computing,33.79,769.2,5071.85,4.86,125.29,8,10.68
QuantumLeap,Cloud Computing,30.89,928.32,25335.61,18.19,388.42,10,19.3
EcomNext,Artificial Intelligence,26.98,1216.13,29189.86,11.65,326.14,9,12.08
QuantumLeap,Artificial Intelligence,24.55,403.9,43131.28,5.27,183.75,8,10.78
CloudX,Artificial Intelligence,13.37,742.96,3330.46,23.39,368.96,1,13.06
InnoSoft,Cloud Computing,23.46,935.04,38581.69,27.12,134.67,3,10.32
TechCorp,Cybersecurity,38.17,675.79,30198.44,21.36,154.5,8,15.41
EcomNext,Artificial Intelligence,25.48,958.22,23838.0,15.73,136.39,5,7.51
TechCorp,Cybersecurity,15.96,1406.9,47381.58,-9.41,307.19,3,1.26
InnoSoft,FinTech,29.09,609.11,48815.8,-9.77,89.1,3,13.99
CloudX,FinTech,25.92,811.66,40478.44,28.62,288.22,6,9.49
QuantumLeap,Cybersecurity,27.66,1261.59,30575.2,6.34,381.16,10,11.08
AI Ventures,Cloud Computing,38.26,1100.69,39657.3,0.25,239.57,0,13.77
TechCorp,E-Commerce,2.32,735.09,3610.71,-3.74,209.19,9,6.58
EcomNext,Cloud Computing,15.32,413.69,33897.44,13.33,390.05,3,14.5
AI Ventures,Cybersecurity,33.33,400.57,33820.1,18.77,50.1,5,4.21
QuantumLeap,E-Commerce,9.19,1076.04,25475.37,15.67,286.11,0,2.92
AI Ventures,E-Commerce,39.29,1241.72,34960.05,18.79,377.49,8,14.45
QuantumLeap,Cybersecurity,14.18,1066.67,42199.44,10.61,173.85,1,9.43
AI Ventures,FinTech,32.61,285.26,24915.21,2.09,190.37,3,15.77
TechCorp,FinTech,25.37,478.34,9624.49,-2.88,445.59,10,4.39
TechCorp,Cybersecurity,4.77,1045.93,9959.29,-4.0,317.64,5,10.85
TechCorp,Cloud Computing,20.99,293.31,17694.43,24.69,271.32,1,17.33
EcomNext,E-Commerce,3.18,672.07,25505.94,-3.36,479.66,0,4.43
QuantumLeap,FinTech,9.57,988.81,19777.4,15.63,71.0,10,18.22
QuantumLeap,FinTech,34.12,1083.4,26009.12,-4.57,15.7,5,4.48
CloudX,FinTech,4.28,264.01,30255.53,-6.68,219.46,4,8.89
AI Ventures,FinTech,33.52,1156.88,40659.81,9.17,193.14,5,5.98
InnoSoft,FinTech,4.55,866.34,27877.5,-6.05,424.62,8,10.48
AI Ventures,Cloud Computing,14.78,490.27,41369.01,5.31,346.23,0,10.37
CloudX,Cloud Computing,26.58,133.89,28394.59,20.28,125.14,0,15.94
EcomNext,Artificial Intelligence,7.54,936.44,223.47,-5.74,114.06,8,7.45
EcomNext,Artificial Intelligence,24.57,650.86,39907.96,-9.31,231.84,0,4.14
QuantumLeap,Cybersecurity,31.04,438.88,27705.49,21.7,200.44,2,8.89
InnoSoft,E-Commerce,40.0,511.31,16410.61,21.69,27.22,8,17.95
InnoSoft,Cloud Computing,35.5,343.88,47804.67,5.72,340.68,0,8.71
TechCorp,E-Commerce,15.09,616.74,40392.3,3.66,459.7,2,14.24
InnoSoft,Cloud Computing,35.45,709.25,36634.74,7.43,413.02,10,17.69
TechCorp,Cybersecurity,37.47,764.34,10711.38,1.79,373.21,3,11.28
QuantumLeap,Cloud Computing,8.34,723.27,41158.11,14.96,415.91,0,4.21
AI Ventures,FinTech,10.89,1236.5,17610.01,13.26,404.44,10,9.18
CloudX,FinTech,23.85,978.13,43826.26,28.54,233.1,2,8.63
AI Ventures,Cloud Computing,32.65,1397.31,39351.83,17.03,123.65,4,2.37
CloudX,Cybersecurity,18.61,1055.44,29330.58,-3.14,382.99,8,1.95
CloudX,E-Commerce,20.22,228.96,29746.24,19.22,384.15,10,14.84
AI Ventures,FinTech,16.62,492.07,37848.87,-5.23,272.23,10,12.11
AI Ventures,Cybersecurity,37.32,443.33,1987.93,16.63,230.16,9,2.64
QuantumLeap,Cybersecurity,9.25,381.46,2394.58,19.43,132.29,4,11.8
EcomNext,Cybersecurity,5.28,1106.91,27194.85,4.69,470.18,9,14.12
InnoSoft,Cybersecurity,7.32,93.62,21172.14,22.41,222.8,0,18.24
CloudX,Cloud Computing,10.0,301.5,30016.26,-4.21,216.64,3,4.04
EcomNext,Cybersecurity,16.32,481.42,17413.32,-2.69,108.89,1,6.57
QuantumLeap,FinTech,33.89,1159.17,37610.31,4.62,275.64,7,10.94
QuantumLeap,FinTech,17.42,863.65,36315.22,1.22,60.8,5,19.76
EcomNext,FinTech,23.48,1151.72,2120.22,17.07,35.22,10,14.99
CloudX,E-Commerce,22.86,711.82,9647.67,17.81,135.76,3,16.29
EcomNext,Cloud Computing,18.17,727.78,45385.78,19.53,26.61,10,19.19
AI Ventures,Cybersecurity,2.29,1499.7,48664.35,26.59,205.87,3,17.68
InnoSoft,Cybersecurity,29.09,355.08,35455.47,-3.45,351.63,9,12.82
EcomNext,Artificial Intelligence,6.22,234.04,12000.71,3.89,475.77,5,13.82
AI Ventures,FinTech,5.26,186.05,21081.67,-4.55,132.52,0,16.5
QuantumLeap,Cybersecurity,3.92,206.73,12194.35,27.87,285.82,10,18.99
TechCorp,FinTech,2.71,445.55,32967.35,18.51,158.02,2,8.1
AI Ventures,Cybersecurity,22.19,1438.06,46313.7,0.41,35.37,5,8.15
TechCorp,Cloud Computing,30.63,166.62,36068.58,28.33,94.09,1,1.59
EcomNext,Artificial Intelligence,5.83,681.28,8685.21,29.24,323.62,0,6.56
TechCorp,Artificial Intelligence,9.54,464.15,9553.61,1.14,498.66,10,9.61
TechCorp,FinTech,38.5,401.97,5342.4,8.14,257.64,2,9.0
TechCorp,Cloud Computing,11.31,219.47,26340.48,3.67,415.86,10,16.48
TechCorp,Cloud Computing,26.57,150.18,39857.23,10.97,456.3,10,17.41
InnoSoft,Cybersecurity,33.67,1368.5,34569.2,15.22,448.18,4,2.14
InnoSoft,E-Commerce,17.58,445.93,6311.54,10.81,271.21,7,13.65
AI Ventures,FinTech,9.05,1310.09,49625.83,24.17,18.6,7,15.08
AI Ventures,E-Commerce,16.5,493.56,20238.79,-3.98,54.48,2,6.49
TechCorp,Artificial Intelligence,14.04,201.23,4836.94,27.79,413.81,4,8.5
TechCorp,Artificial Intelligence,37.98,288.3,18248.65,13.15,63.48,3,4.91
AI Ventures,E-Commerce,10.91,928.58,39741.33,5.66,28.68,5,3.05
InnoSoft,Artificial Intelligence,22.93,98.26,23714.75,12.34,72.87,7,3.29
InnoSoft,Cybersecurity,29.39,1248.35,44773.77,10.92,85.41,1,3.3
TechCorp,Artificial Intelligence,10.34,640.99,32715.38,15.84,343.68,0,13.72
TechCorp,Cybersecurity,22.8,961.75,13799.39,-1.28,284.22,3,12.93
AI Ventures,Cloud Computing,19.8,532.85,3258.2,16.95,325.01,1,17.86
CloudX,E-Commerce,23.93,612.9,10100.82,20.19,403.24,5,7.1
AI Ventures,E-Commerce,32.96,171.2,6533.52,4.1,295.56,3,6.65
AI Ventures,Cybersecurity,3.22,197.35,37545.54,-9.31,491.12,10,7.47
QuantumLeap,Cloud Computing,20.98,623.36,35064.73,-5.71,352.67,7,15.52
EcomNext,FinTech,4.92,60.36,34378.25,21.46,328.32,4,16.63
CloudX,FinTech,15.69,1369.82,4583.77,6.05,117.84,9,5.45
InnoSoft,E-Commerce,8.24,254.2,29430.54,-9.57,300.1,1,1.16
EcomNext,Cloud Computing,29.36,1017.34,47876.43,25.57,405.0,1,12.22
QuantumLeap,FinTech,23.86,864.52,47941.76,-3.39,488.01,7,19.16
EcomNext,Cybersecurity,18.57,516.59,23648.29,-0.58,176.3,6,16.1
AI Ventures,Artificial Intelligence,8.01,1171.63,31118.71,24.63,34.79,8,13.41
InnoSoft,Cybersecurity,14.17,72.84,33117.19,26.98,120.76,2,12.58
TechCorp,Artificial Intelligence,3.06,789.36,40436.67,14.77,232.94,0,3.88
QuantumLeap,FinTech,18.23,87.8,31532.97,12.96,131.77,5,19.14
InnoSoft,E-Commerce,16.94,58.03,37926.58,18.99,350.04,3,9.3
QuantumLeap,Artificial Intelligence,14.26,1456.33,41612.29,3.81,252.4,2,4.21
TechCorp,FinTech,26.91,888.58,282.08,6.34,341.4,9,17.82
AI Ventures,Cloud Computing,29.03,1473.22,43598.92,1.24,248.78,1,17.86
AI Ventures,Cloud Computing,9.69,1192.05,40887.62,4.04,131.17,3,7.53
EcomNext,Cloud Computing,39.29,1357.69,20486.43,10.74,37.36,5,15.03
CloudX,FinTech,22.86,413.48,34116.07,4.55,225.49,9,11.46
QuantumLeap,Cybersecurity,11.3,1010.99,20199.13,26.33,333.53,8,7.46
AI Ventures,FinTech,5.75,625.71,28765.41,17.58,88.36,0,18.08
TechCorp,Artificial Intelligence,2.47,668.13,21531.59,26.18,131.74,9,2.36
TechCorp,Cybersecurity,32.14,242.33,11790.92,-7.38,345.96,5,9.0
TechCorp,E-Commerce,35.18,825.41,43047.96,23.3,319.14,0,4.6
InnoSoft,Artificial Intelligence,35.92,1016.16,34927.18,-5.36,437.38,7,9.81
AI Ventures,Cybersecurity,15.82,1322.19,26992.66,-7.27,486.09,9,5.1
CloudX,Cloud Computing,12.23,616.92,37002.75,26.59,144.06,0,5.69
TechCorp,Cybersecurity,3.75,1265.87,6016.36,-4.36,430.27,6,13.59
CloudX,FinTech,26.65,1187.87,27351.63,1.52,303.74,0,3.84
EcomNext,Artificial Intelligence,31.43,167.05,16661.44,21.76,491.11,3,5.64
TechCorp,Cybersecurity,16.03,1098.22,21905.01,18.49,410.01,2,9.43
TechCorp,Cybersecurity,22.29,1210.22,41412.87,10.76,158.03,1,14.85
InnoSoft,Cloud Computing,19.24,1133.66,14784.08,-6.67,393.75,10,1.99
AI Ventures,Cloud Computing,5.75,119.81,15880.82,29.05,12.77,9,8.48
InnoSoft,Cloud Computing,39.43,1136.15,18011.26,23.48,28.48,7,15.32
AI Ventures,Cloud Computing,25.96,592.08,28145.13,19.27,437.19,4,18.6
QuantumLeap,Artificial Intelligence,7.64,664.05,32932.29,23.47,496.78,5,8.74
TechCorp,Cloud Computing,6.0,206.65,25093.22,12.52,494.89,2,8.43
InnoSoft,Cloud Computing,37.86,497.95,30072.9,-8.77,224.92,9,9.02
EcomNext,Cloud Computing,22.03,1410.12,14318.74,-0.1,285.88,10,13.04
TechCorp,FinTech,22.9,738.38,21906.09,13.95,354.36,2,16.32
InnoSoft,Cybersecurity,20.68,910.24,21911.66,-2.42,280.21,8,4.79
InnoSoft,Cloud Computing,4.62,188.3,22368.73,0.53,430.8,1,10.35
QuantumLeap,E-Commerce,27.39,1083.55,24068.75,9.53,96.14,9,8.93
CloudX,Cybersecurity,4.11,595.39,42296.3,26.58,221.14,6,15.54
AI Ventures,Artificial Intelligence,7.92,330.05,30829.78,1.35,347.01,5,3.11
TechCorp,FinTech,39.57,1435.76,5926.88,1.66,112.13,5,15.11
EcomNext,Artificial Intelligence,5.77,611.37,12330.71,3.82,100.66,5,8.41
QuantumLeap,Cloud Computing,9.64,585.78,33505.05,8.74,323.93,6,13.09
InnoSoft,E-Commerce,35.98,1454.69,42231.19,24.57,42.2,8,16.43
QuantumLeap,FinTech,2.02,616.3,38499.42,-4.18,89.27,3,18.74
TechCorp,Artificial Intelligence,39.7,570.62,29510.8,19.43,377.71,6,19.15
CloudX,Artificial Intelligence,34.99,1257.42,21348.41,12.24,172.73,0,1.83
QuantumLeap,FinTech,17.9,108.76,30380.54,20.05,350.63,6,9.37
AI Ventures,Cloud Computing,16.54,853.01,18747.48,8.67,152.01,5,8.18
TechCorp,E-Commerce,29.0,666.14,31759.39,1.83,160.08,8,19.9
EcomNext,Artificial Intelligence,37.32,434.63,32868.74,3.84,439.15,5,12.87
QuantumLeap,Cloud Computing,35.68,630.98,14989.13,19.44,212.18,2,10.34
CloudX,Cybersecurity,25.05,763.63,8825.36,2.78,435.02,7,12.43
CloudX,Cloud Computing,7.86,637.25,31759.82,10.96,293.89,8,6.09
TechCorp,Cloud Computing,1.03,60.55,16781.39,28.48,249.76,8,18.62
TechCorp,FinTech,21.81,861.96,12658.33,-4.46,126.65,1,13.6
QuantumLeap,Artificial Intelligence,36.79,262.38,46483.69,-9.48,461.2,7,13.89
AI Ventures,FinTech,27.03,315.25,36211.45,4.82,268.0,10,8.16
QuantumLeap,FinTech,34.72,911.21,40157.43,-5.37,176.51,0,10.35
TechCorp,Cybersecurity,4.9,83.55,23043.42,12.43,104.77,8,2.52
QuantumLeap,Cybersecurity,19.19,64.54,44692.66,-4.69,201.04,7,9.79
InnoSoft,FinTech,34.08,1431.13,27438.67,28.2,248.57,6,13.31
InnoSoft,FinTech,20.46,1118.81,12555.79,13.71,401.84,3,17.7
EcomNext,Artificial Intelligence,22.77,1073.65,14953.66,13.19,226.5,10,14.78
CloudX,Artificial Intelligence,9.63,1204.58,22775.85,-8.7,208.08,7,3.25
CloudX,Artificial Intelligence,28.81,931.68,16991.12,28.64,445.66,1,7.48
TechCorp,Cloud Computing,22.1,909.71,29807.35,21.51,304.24,8,19.17
QuantumLeap,Cloud Computing,22.37,975.69,30845.53,12.81,145.21,10,16.99
TechCorp,Cybersecurity,21.82,488.07,10240.3,17.51,338.65,7,10.02
AI Ventures,Cybersecurity,14.57,968.49,43942.78,-1.83,153.48,0,19.42
TechCorp,Artificial Intelligence,37.5,1340.17,41055.79,4.53,256.99,0,18.04
InnoSoft,FinTech,25.47,594.68,33893.17,13.78,21.87,3,11.65
TechCorp,Artificial Intelligence,39.55,473.02,48072.26,3.21,383.89,0,1.69
InnoSoft,E-Commerce,16.11,472.19,18658.81,29.34,123.16,9,2.69
AI Ventures,E-Commerce,3.05,720.33,12748.88,6.44,89.8,10,12.21
AI Ventures,Cybersecurity,19.01,1052.64,46297.17,1.51,496.02,3,8.01
InnoSoft,E-Commerce,8.99,903.13,35551.0,11.42,41.55,0,7.75
AI Ventures,Cloud Computing,35.43,165.07,24480.06,13.05,68.98,0,5.79
CloudX,E-Commerce,29.97,783.64,9568.52,8.29,439.55,6,15.64
InnoSoft,FinTech,28.78,1234.54,22370.74,7.65,94.06,10,18.99
CloudX,Artificial Intelligence,38.63,1363.58,17651.54,0.92,156.61,5,15.83
InnoSoft,E-Commerce,17.39,180.2,40862.03,16.68,107.27,10,1.16
InnoSoft,Artificial Intelligence,31.31,1449.85,31105.74,12.25,207.59,7,12.46
TechCorp,Cloud Computing,30.25,248.03,37758.42,14.64,81.73,3,2.83
AI Ventures,Cloud Computing,28.04,1095.89,30233.03,-1.85,288.78,0,19.6
EcomNext,Artificial Intelligence,28.63,1448.28,32360.76,29.88,303.6,9,16.24
CloudX,Artificial Intelligence,30.71,961.28,45587.71,24.36,281.85,7,6.25
InnoSoft,FinTech,10.91,1247.4,29584.78,27.7,143.48,7,14.19
CloudX,Artificial Intelligence,5.17,1024.11,17252.91,2.05,411.08,4,3.73
QuantumLeap,Cybersecurity,21.34,1417.58,24359.25,-2.43,446.3,8,8.64
TechCorp,FinTech,12.13,315.14,1783.46,-9.16,430.65,3,19.48
QuantumLeap,E-Commerce,9.15,713.84,13316.66,-5.15,127.79,10,19.26
TechCorp,Artificial Intelligence,15.74,354.48,48050.49,-0.63,330.49,2,11.46
AI Ventures,E-Commerce,35.08,1287.53,44171.04,24.38,323.99,1,10.53
QuantumLeap,E-Commerce,39.07,1003.64,28061.13,4.02,301.59,7,10.26
TechCorp,Artificial Intelligence,24.22,712.17,47483.41,15.38,261.22,8,12.95
CloudX,E-Commerce,2.18,634.0,28121.83,21.01,362.26,3,2.41
EcomNext,E-Commerce,5.37,340.11,5180.93,-3.71,18.21,5,15.26
InnoSoft,FinTech,35.39,610.4,328.71,12.66,26.9,3,10.29
EcomNext,Cybersecurity,23.16,737.45,4014.58,20.99,37.77,8,13.78
InnoSoft,Cloud Computing,3.79,846.23,13579.14,8.57,88.65,5,3.39
CloudX,Cloud Computing,28.99,827.81,10922.43,16.71,1.88,6,2.31
InnoSoft,Cloud Computing,5.69,216.76,27527.06,8.26,272.92,9,3.21
CloudX,Cybersecurity,1.72,596.29,39015.08,25.0,394.02,1,15.39
TechCorp,Cybersecurity,35.68,213.96,20450.43,10.72,448.92,2,11.27
AI Ventures,FinTech,34.56,1076.37,39617.26,28.02,30.47,2,12.13
TechCorp,FinTech,28.38,137.09,8459.53,7.0,463.96,6,11.1
EcomNext,FinTech,22.97,178.15,26821.4,1.26,142.56,5,15.38
AI Ventures,Cybersecurity,10.9,1219.96,1156.71,2.66,460.37,5,3.89
QuantumLeap,FinTech,32.17,781.56,25988.11,24.64,124.05,7,8.73
QuantumLeap,E-Commerce,21.8,224.72,25290.86,13.07,34.51,6,1.31
InnoSoft,FinTech,8.21,371.1,33928.03,14.17,379.29,2,5.94
InnoSoft,E-Commerce,17.55,1024.15,44429.08,-2.39,418.15,10,10.25
AI Ventures,Cybersecurity,5.19,717.98,20488.29,17.22,70.87,10,4.09
AI Ventures,FinTech,25.31,1216.07,15355.41,29.78,190.34,8,5.08
CloudX,FinTech,21.59,174.51,37251.52,23.75,28.93,9,13.41
CloudX,Artificial Intelligence,39.28,1051.43,37360.12,9.54,244.16,7,1.74
InnoSoft,Cloud Computing,9.19,337.6,47649.87,1.07,211.76,5,16.07
AI Ventures,Cybersecurity,30.26,394.41,49872.89,-8.96,138.3,8,18.71
QuantumLeap,Cloud Computing,33.3,237.97,32635.24,1.84,142.57,1,17.09
TechCorp,E-Commerce,30.27,156.19,1011.67,16.33,132.38,7,16.01
TechCorp,FinTech,26.9,201.58,14466.02,-8.85,149.67,7,3.15
CloudX,Artificial Intelligence,17.76,532.1,27062.49,20.68,193.21,9,1.35
AI Ventures,Cloud Computing,1.36,1307.54,37522.41,5.84,319.46,3,16.92
EcomNext,E-Commerce,19.89,888.86,30791.19,3.07,204.74,7,9.19
InnoSoft,E-Commerce,35.85,919.35,14195.97,19.03,485.44,7,14.37
CloudX,FinTech,22.46,1338.26,38068.46,24.93,416.78,3,15.9
TechCorp,E-Commerce,19.66,1347.74,48197.15,-3.86,362.9,0,10.26
QuantumLeap,Cloud Computing,38.8,140.26,9950.49,8.6,365.98,4,9.81
EcomNext,FinTech,3.28,411.11,2588.94,28.06,433.84,10,5.3
TechCorp,E-Commerce,20.6,280.62,44921.51,-2.94,313.13,6,9.91
EcomNext,E-Commerce,39.24,1167.8,39695.1,4.59,181.89,3,16.41
TechCorp,Cybersecurity,31.35,303.69,49236.54,12.17,471.85,10,17.39
QuantumLeap,FinTech,7.82,1332.5,30845.3,1.04,194.81,8,3.31
TechCorp,FinTech,12.55,819.86,11580.31,20.9,493.7,6,2.33
CloudX,E-Commerce,24.28,683.91,23253.33,-0.27,399.98,2,14.67
EcomNext,Cloud Computing,37.63,1231.24,18486.28,26.04,321.38,8,10.07
AI Ventures,E-Commerce,37.71,1466.38,11785.31,-0.96,324.28,8,18.61
EcomNext,FinTech,29.49,1435.59,47892.76,-4.92,261.02,6,12.59
QuantumLeap,Artificial Intelligence,26.94,1056.37,32349.75,17.69,84.81,4,17.51
CloudX,FinTech,25.99,1297.63,15982.5,23.21,158.85,3,4.74
AI Ventures,FinTech,36.3,186.13,38396.47,1.45,203.21,8,7.23
InnoSoft,FinTech,14.67,793.19,5627.37,-3.81,1.33,7,1.26
InnoSoft,Artificial Intelligence,11.54,671.84,8878.81,24.89,442.68,9,18.45
AI Ventures,FinTech,38.87,348.19,48093.7,25.98,279.09,1,12.66
InnoSoft,FinTech,13.38,1012.08,42923.4,26.53,295.81,6,9.25
InnoSoft,Cloud Computing,11.07,762.35,36290.02,15.73,438.32,1,1.41
AI Ventures,E-Commerce,35.58,1124.12,46260.28,16.76,46.93,9,1.96
CloudX,Cybersecurity,15.73,201.51,7730.67,14.7,128.65,7,17.16
EcomNext,Artificial Intelligence,26.37,763.57,1551.76,22.9,457.22,8,17.94
QuantumLeap,Cloud Computing,26.87,1170.41,29197.83,23.43,261.75,9,9.62
CloudX,Artificial Intelligence,7.25,193.44,11215.71,-7.74,70.14,1,15.01
EcomNext,Cybersecurity,36.43,147.2,21976.54,-6.64,1.07,2,1.91
InnoSoft,FinTech,30.18,229.08,26218.3,12.93,377.71,7,13.08
CloudX,E-Commerce,10.09,1157.44,49198.35,5.68,274.58,2,16.16
InnoSoft,FinTech,25.97,1005.87,1415.76,15.69,204.2,3,11.07
InnoSoft,Cloud Computing,26.52,1269.08,33131.43,-9.61,117.93,6,16.08
QuantumLeap,E-Commerce,9.3,704.58,29909.29,-7.81,8.24,1,13.44
QuantumLeap,Artificial Intelligence,14.9,1145.59,36050.42,-1.88,14.19,9,18.51
QuantumLeap,Cybersecurity,2.54,1185.59,10822.28,16.21,109.01,4,5.07
InnoSoft,Cybersecurity,21.0,852.72,28832.31,-2.34,350.68,8,3.21
CloudX,Cybersecurity,15.77,182.44,27885.7,-2.15,46.92,10,2.68
InnoSoft,Cloud Computing,2.57,372.41,49222.73,-4.27,213.49,2,2.55
TechCorp,E-Commerce,2.01,659.0,5989.77,11.77,293.44,2,13.03
QuantumLeap,E-Commerce,6.44,1292.82,19478.53,5.12,422.23,3,8.02
AI Ventures,Cloud Computing,12.93,247.9,28148.27,-3.58,415.26,10,18.86
InnoSoft,E-Commerce,10.03,359.54,4292.77,-5.21,445.76,10,4.72
AI Ventures,Cloud Computing,2.13,536.41,35885.64,-5.5,397.78,2,12.14
QuantumLeap,Cloud Computing,4.06,105.65,23471.03,-3.15,450.58,3,12.63
EcomNext,E-Commerce,38.64,619.53,21797.45,-4.23,463.74,5,8.5
AI Ventures,E-Commerce,39.37,671.24,17687.68,2.82,86.9,5,10.4
CloudX,FinTech,14.22,1189.78,3493.07,3.74,399.71,1,11.11
InnoSoft,Cybersecurity,22.7,772.01,45922.75,13.88,48.67,1,5.84
TechCorp,E-Commerce,10.48,464.3,15934.29,2.77,202.06,8,13.55
QuantumLeap,Cybersecurity,25.93,1327.69,49655.98,14.65,114.1,3,15.23
EcomNext,FinTech,19.7,813.5,493.33,18.25,379.73,8,9.6
EcomNext,Artificial Intelligence,26.88,492.8,30089.21,25.43,310.16,5,19.97
AI Ventures,Artificial Intelligence,38.35,831.12,9850.72,-3.02,85.69,9,18.4
AI Ventures,E-Commerce,18.98,1019.69,37046.54,-5.87,239.38,9,17.91
QuantumLeap,E-Commerce,27.29,1453.97,35974.2,6.12,354.22,9,11.86
AI Ventures,Artificial Intelligence,14.81,988.97,40752.91,21.14,392.49,5,4.06
EcomNext,Cloud Computing,11.27,1338.2,16784.91,24.5,15.39,3,15.73
CloudX,E-Commerce,35.2,613.43,37940.06,11.82,3.45,7,17.16
InnoSoft,Cloud Computing,35.17,927.23,28268.52,13.06,346.12,2,5.98
AI Ventures,FinTech,12.52,529.01,3254.0,-2.13,357.62,7,13.94
TechCorp,E-Commerce,32.11,1314.89,4802.67,15.74,40.54,9,12.52
QuantumLeap,Artificial Intelligence,32.06,1451.52,17913.52,-2.66,2.83,3,6.48
QuantumLeap,Cybersecurity,7.55,875.04,40052.95,12.22,358.2,9,11.07
TechCorp,E-Commerce,21.83,400.36,10315.54,0.22,467.37,7,4.32
AI Ventures,Cybersecurity,33.26,827.74,18856.96,10.7,191.04,5,13.43
EcomNext,Cybersecurity,4.53,825.46,15046.15,-2.69,291.5,1,2.8
AI Ventures,FinTech,5.79,295.6,24381.64,27.04,432.79,7,10.11
AI Ventures,Artificial Intelligence,9.93,1326.89,10562.12,7.51,138.83,6,7.79
AI Ventures,FinTech,11.81,1431.22,46795.37,15.81,279.63,0,13.72
TechCorp,E-Commerce,1.28,762.8,23001.52,15.28,181.76,2,5.24
AI Ventures,FinTech,30.78,430.3,39099.73,0.53,310.51,1,19.9
AI Ventures,Cloud Computing,26.56,359.88,36244.19,24.81,186.54,2,7.31
InnoSoft,Artificial Intelligence,12.36,1137.82,18842.54,-9.85,167.72,0,18.31
QuantumLeap,Cloud Computing,6.14,555.94,18530.65,11.96,200.89,6,10.67
QuantumLeap,E-Commerce,21.08,574.06,22569.63,0.11,150.12,6,12.25
EcomNext,Cybersecurity,31.48,1380.23,8997.43,-7.26,74.57,7,16.45
TechCorp,Cybersecurity,3.13,875.79,24916.06,-5.25,112.1,3,14.09
EcomNext,E-Commerce,6.72,968.73,37297.81,-9.89,308.33,6,18.95
EcomNext,Artificial Intelligence,24.55,807.48,25385.61,-3.62,307.32,7,1.23
CloudX,FinTech,36.12,763.7,33062.55,5.51,196.53,9,16.16
QuantumLeap,Artificial Intelligence,18.74,1479.89,46586.28,-1.91,457.93,7,12.66
InnoSoft,E-Commerce,12.2,670.48,39288.06,-6.77,340.8,6,18.8
TechCorp,FinTech,35.61,628.73,14527.31,8.15,60.27,0,8.18
QuantumLeap,FinTech,24.06,613.13,37863.66,8.11,445.12,0,18.5
QuantumLeap,Cloud Computing,7.58,285.41,14120.94,-0.61,423.35,6,2.76
CloudX,FinTech,22.07,1292.86,30031.13,22.05,96.57,4,8.13
AI Ventures,Cybersecurity,14.53,72.92,44282.23,0.36,183.55,7,19.92
CloudX,Cloud Computing,34.55,1431.61,15524.18,23.19,375.26,8,5.59
